"HolderAddress","Balance","PendingBalanceUpdate"
"0x00000000fdd611ebf1272a94df9258103994c24e","4.49631243923496","No"
"0x00ea890138fc0a6b06af15b420353c3d12841df7","6.2803E-14","No"
"0x01314f10a7d4e1fcda250e9b8d9a24923cb6e32f","4842.43547352708","No"
"0x01427fedd20d89dfdf52ca37d20b2943271fb462","1697.79351183724","No"
"0x048098beb3746945c2fecb14431bb273121d6c36","100344.833606179","No"
"0x05aa77d2f88e99bf7a7c330f7813c0a467c47703","16.8062907621271","No"
"0x06ac5e1a19d227dc92bec75f9aae05b4e0c499a9","670","No"
"0x075e3e705dcf565a59798bf584f1521623a9b24c","800","No"
"0x07862bde5dc512a6783020dbd10094dc26f10073","59.5928219641898","No"
"0x09d6679f6913b32ccf0cd3803e688a3a496452d7","8.89784143658308","No"
"0x0e2ac7ecd85d786b884980f5154e9c86cac9f01e","0.212599699578923","No"
"0x1090438fcaf18f8d632b2cec525e8d22acf8c10c","118.37982786273","No"
"0x10ea501ca01af7d91498987ea6340c7b51baddff","21.4591681462341","No"
"0x1205942bd0e22f22099f51eccc0b799d9eaf89f4","29.1781727839522","No"
"0x135d022ead508d642e6adeca8ac709c32995ffa4","30000","No"
"0x1445329c46c0c1ee6abd44b1c9e7b6d416ce02d3","40000000","No"
"0x152c0f9c32c393961e9803a9467b2194e1c00b21","52558.823528","No"
"0x186bbe24dedf99e1fbb68dd5e86cebca8e386179","300","No"
"0x189d81b32b847d94b12317c2fa64199d7cf506bb","109.678060677068","No"
"0x1bbda612525d0361a0c46fc001830a6e0ddb7eaa","139.261008081725","No"
"0x1d4c05eb659fe28ff58ffe6ca672acb6c55e86d2","0.921612817947713","No"
"0x20f7f9b7c1aef55106b9c4cf66fb316346b73b41","222.258419505678","No"
"0x210f6a9e076af8d46d25e523f02c52cfeede535e","329.06352350073","No"
"0x229fd021d92be9b159172b80118e1370db3e2e56","5000000","No"
"0x22e3cd8dde0506cd61876a86b77c90d444e7317d","50000","No"
"0x239374fe72e1322ad44007a24c4217fab1fa39e0","35.9273749060694","No"
"0x2a3c3b05ba102d9f0b3b2a635ba73e1996d488d0","5429.20334","No"
"0x2dbdce62ef743c196e667b0abae988887c805fc8","1092.03701976464","No"
"0x2f298e77ba4fd4c0b6878938f6b4071927954086","2276.36176388078","No"
"0x31aa2a65df21bdd1c933e27cff772fc16119adfa","0.219016041695752","No"
"0x333f0b40a2dce9c51ac8744126d9c75f6c4efb4f","34317.0787829192","No"
"0x36d68e8b6a46f1a4538af4ba29d91d78fd6a4182","914.416534817228","No"
"0x3a4aca58876ebb86d9b134ad3ab8f0ef4452b4c1","65000000","No"
"0x3ec0f3e8b587e21dac6f776780a56f475c16a4b2","196460.167","No"
"0x3f09de61006749d249f39a6a271c2945d01f1d02","1219.45211525597","No"
"0x404a044f31bb1835ab5aa134de6c37eb4fa749ca","30000000","No"
"0x42055b02f0a55b400a3fd970d865ce2dee76fae1","7000000","No"
"0x433021ed1fcb241f3b0c5fd76e58c05ebb4f87ea","19000","No"
"0x45ee118463cd4dc310bd0a2e8c9e211e815b809a","3090673.73582423","No"
"0x4a20b67ac0519cf1677da336eb300fa4132af88e","124924","No"
"0x4a4b05dc1b04606511c669cf7e312d143d355754","1319.12770205997","No"
"0x4c9303fd3d026b2d9f335fd20df976a2958b7187","362.613961164477","No"
"0x4f0bd19dcdfc9d537af43781417d681a45cc4f46","59.774060606","No"
"0x4f7ef9d21fc5e8b83d37386e5507c34bf87cfc90","16.2054618210793","No"
"0x4f9099d1c393bfb576f6e541e4bdc42d5050366f","0.0871854486100471","No"
"0x4fa268ff1ee3f33fcd14504e4e6377989341b7e2","7.57314066372345","No"
"0x5075f3b632eb8e16c4b14d04817701b7722ef786","535.464431991335","No"
"0x5092654687c8e3ab64c6b14700cf50f45b4f5b83","10","No"
"0x50a633d468f378ab8ae435fafde5ab740262efb6","203.278730955509","No"
"0x50aa3d33800a1bf4b8ed76740fd52dfb4bb503e7","49847.3939919464","No"
"0x51d78a660de35ac1cb5ce18e9d3cfbfb70f747ff","500","No"
"0x527f8a7ea8276d7b12d54762d109ccf40b801329","20.4414502837157","No"
"0x5442eaa8b522e1a4eee64d441c5a6243baf83f0c","151759.139668369","No"
"0x57818ff3e6ecce616095b0f3d513feb8c6c81fe7","3088.14443309191","No"
"0x5cd3d358426843abaddd6b0848de97b6c48a0801","1829.17817278395","No"
"0x5fd5942c70c433630ded2866564ce6154b30df1d","0.832767138133665","No"
"0x612609d8d6ffc905662ee23093b848e463165d58","242.362439684571","No"
"0x6127cb39ac8e6066c469ace0edcc3506feaabf94","13457.7645980042","No"
"0x616c5ba33e28659f7dc5df009df85ff0bbb405cb","0.731728040047758","No"
"0x64bed09e2a35711d1635cedfb4330948cf36d851","1382.91487792825","No"
"0x6654433c3a18e1ce0746287872bdf6339ee8ac96","7.129502760131E-06","No"
"0x6a9fcbb0fd4e4e9158577ac42390b5b4417b8d16","49.6769127063904","No"
"0x6d940051f0fd76b4de73fac9db8336b47f967bb1","12051.0546989938","No"
"0x71639c22bd39378b762309623590aa6ff1373c43","99.3487406046823","No"
"0x716b0761b02db102f72950544411e1bc80bbeb09","4.1868244093423","No"
"0x73339c955c96bdfa1c2c9b9ca3d95429875dd569","1584.57638903913","No"
"0x74984cf9640faf8e4990701aeb04f732ce136e3c","1829.17817278395","No"
"0x74e3203f7c1008885970703a96e01fea0e5a511f","212","No"
"0x75a28b8c1a05f6da98647df616a6ed44d087be7d","7.56979116402221","No"
"0x7992afd7d74e28bb0729a45b6723ca909f4bcef1","3.64842675970261","No"
"0x7b19b5725bcc0d88101616a1484a087dba7c17b4","7323.74930812091","No"
"0x7fe28c576bd821d495a08e244d11cf33069b17c0","0.00730085617744344","No"
"0x8b883c6d8d675d833ec74f226f34a608320d971a","1829.17817278395","No"
"0x8c62482f04e5c4880ada47b0aae7db1f41a075f6","0.178172783952223","No"
"0x8edfcb711fdb02f495a22a7356b22b5e3b9ffc26","272.668052836644","No"
"0x928d6020e18f62a305aea134ee121dc8a7bbecb8","12.0506777033708","No"
"0x9557144de0edacd8b409ca3b26965ff281129c1a","4000","No"
"0x969232e08b2f5ac75e9e2ad4377d452819bb5d16","34871.6796425","No"
"0x99ecbafb517fea2bd2a3c40daee6696e84951b70","1393.42328077902","No"
"0x9a1e74d1fc7aebac800da8c037de3b0587f9f158","3325076","No"
"0x9be663907af30984f3e18b8337742806237a6a5e","79.0611436532929","No"
"0x9c9e22b6d527a68279f8bda25fde4536341c3b8f","73.1671269113581","No"
"0x9ca5ff1da81f58e3bbef308027489a76ce51a3d8","5.55464875301862","No"
"0x9e0121a5e8460bba6b8a7882c3bcf0e63eb2093d","20000000","No"
"0x9f856012caed313b1038f5bfdec49bb009dc7388","10000000","No"
"0xa4c1135f0c0123f6683f98a8177f4c51f3179107","1688651.92767934","No"
"0xa68a00a7b74d0362cae1d6dbea1797d8717dcc93","0.0777467116778631","No"
"0xa8816d3eb287415d8170ca2a88681b3aca0fcea9","207.277199164338","No"
"0xabc7303d27658a277830a1f64b3ca77dffa10483","21.1454134344618","No"
"0xb2069a5506b15b98284d2f249716d38fc5b9bbbd","4000","No"
"0xb48a7457b37431ec03a96fdcbcefb98f889d9ea1","428233","No"
"0xb6518414c8ee49bec909c9f7fa819b01c8929ac0","278.684656145805","No"
"0xb7ea6b741a0f0e4c2b21629c4157bd3ece43d88c","62.0192257905621","No"
"0xbce37aaf1ab97c287e10d8513a5bb18a5c621848","10000000","No"
"0xbec53db95c6b7627c460ac08857b21bd5ffb8373","263.315322065585","No"
"0xbeff8217477165e49eb3cf5a6d72556e960a2b7f","11.4265275289939","No"
"0xbff5672d78e7ef1ebe7f6b2ebd8be7a7bbd4e9e1","2126.54383570551","No"
"0xc066e3a0a4e824ca34d94338bbbc984ccbc781d2","156.652882525804","No"
"0xc2716b34012ad0af006a908d41b8e2bc6a42ec24","1777.78100954031","No"
"0xc6b094623aeef377974ad372b7a5d42a0faea524","49.7734671448943","No"
"0xc6f47e4eb14b421c3ae0984141be9cf3793bde93","345903.067512961","No"
"0xc77c3efb55bd7b0e44c13eb27eb33c98597f0a68","0.150426453103275","No"
"0xc84783ea4e1de17bfc8b06d72d0257f750d73c43","28947.9144242426","No"
"0xcad466fcad58a825ff886a317be6c57ff79a6e12","3050.77718177651","No"
"0xcb884a23577b6fe4193a8775f1d0131aac5c30d3","289.662263244826","No"
"0xcba9e41b8a0fddf3977250e7826908d0e4024a4b","3376.42840389874","No"
"0xcc7d830ed37b7da4bcf6bcd4f2a09089def774b7","225.148363348958","No"
"0xcc8b0d940f3c450593b06e92e74c96b7908765f1","506.84461930261","No"
"0xcfc852e4dd47d6945698d9f998e6d77afc70825b","5.7577984069499E-05","No"
"0xd07be64f76635de4a649c4d1bd0b2b0255697de0","150","No"
"0xd26c59651b5ed6f83673e9c14b86910a81a3ac23","0.187267444219382","No"
"0xd35698a341c1f0862f65bb0e00dff0a592f5f728","0.123609998130866","No"
"0xd40f6b317fc5e9bd8342951942f2c1a56ddf90f7","100","No"
"0xd50d785323209d91a411384b6d4422104be39d66","0.166813944797","No"
"0xd8148089d92e5579d5ad38cf194f449893ba28c9","4.376407408933E-06","No"
"0xd9052b142cea223d913b6b786aa707c4e6c195dc","401.277285395","No"
"0xd977867778ce886326df6183d245282a51758aee","165.756116738382","No"
"0xde2ed29b1eae81c221b9fb4c72378e1dbe6cf53e","0.0494098097516882","No"
"0xde8caf4fd31238c945b0083e8f01cd855a6e47a2","6045.26748185137","No"
"0xe0141093451bac286b497cd6aef4952fa8ae6796","12278.7604375","No"
"0xe01b42995d6dce9334d22b6cf9995c3fae425fa6","15.1144332448877","No"
"0xe0568c693f34a40d02aef14f6d10d4777722865b","51.9748390613185","No"
"0xe10a69711a1e7034303f7a191fd448e5b2f552bf","1203.831856285","No"
"0xe146dfe9ca701d75fffe47ca15249964396c36a8","21.3273414076915","No"
"0xe1836bc9ee4b4441e9e6824f70d9fa70e3bbe84a","47.2694256178498","No"
"0xe1f597a5992127ee1b83c41cd0482c162a526a92","2446.47694872125","No"
"0xeb2a3c645129880c0b0f2068220ac6545132f4bc","465.730647090196","No"
"0xec733cee2c613b3be783c712d8fd8831ee53691c","1829.17817278395","No"
"0xed2bcda237e32dc9183f58205c6054f83ad1f1e0","1877.7","No"
"0xee936e648cd998e9df4531df77ef2d2aeca5921b","10","No"
"0xefb1bbd484fb263157ff831c0aa4e656948c4c82","420.806066039851","No"
"0xf235d5ec7f856851ac8fa05f9a642709b419e2da","13.0370063890476","No"
"0xf2e8a75a003331ac886e3208ac71f63ddf4a01dd","5000000","No"
"0xfa265a98732ad5267a1d9db8da434aabc4ba18c0","0.645185001187608","No"
"0xfeb06507e3749a49a9ea331a81037b78bb293305","762.390891388722","No"
